# sensor:g_force
# Inertial correction: sensor=g_force; operation=add; unit=1; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,gFTotal
87.109,0.776,2.469,-0.332,2.610
87.119,0.793,2.526,-0.335,2.669
87.129,0.808,2.583,-0.359,2.731
87.139,0.822,2.638,-0.354,2.786
87.149,0.858,2.695,-0.357,2.851
87.159,0.874,2.731,-0.378,2.893
87.169,0.888,2.762,-0.388,2.927
87.179,0.892,2.798,-0.393,2.963
87.189,0.896,2.831,-0.415,2.999
87.199,0.912,2.870,-0.416,3.040
87.209,0.920,2.902,-0.422,3.074
87.219,0.933,2.928,-0.425,3.102
87.229,0.937,2.957,-0.422,3.131
87.239,0.947,2.977,-0.428,3.153
87.249,0.948,2.983,-0.446,3.162
87.259,0.946,2.990,-0.444,3.167
87.269,0.944,2.986,-0.462,3.166
87.279,0.948,2.981,-0.462,3.162
87.289,0.942,2.975,-0.461,3.154
87.299,0.937,2.958,-0.458,3.137
87.309,0.927,2.935,-0.453,3.111
87.319,0.897,2.918,-0.452,3.086
87.329,0.885,2.890,-0.447,3.055
87.339,0.874,2.850,-0.448,3.015
87.349,0.872,2.810,-0.437,2.975
87.359,0.869,2.777,-0.441,2.943
87.369,0.869,2.728,-0.444,2.897
87.379,0.850,2.675,-0.436,2.840
87.389,0.834,2.614,-0.429,2.778
87.400,0.807,2.560,-0.417,2.717
87.409,0.779,2.509,-0.395,2.656
87.419,0.765,2.451,-0.393,2.598
87.429,0.755,2.394,-0.390,2.540
87.439,0.743,2.337,-0.378,2.481
87.449,0.723,2.277,-0.380,2.419
87.460,0.703,2.221,-0.353,2.357
87.469,0.686,2.164,-0.334,2.295
87.479,0.667,2.104,-0.327,2.231
87.489,0.642,2.047,-0.322,2.170
87.499,0.627,1.978,-0.323,2.100
87.509,0.602,1.913,-0.320,2.031
87.519,0.583,1.857,-0.301,1.970
87.529,0.572,1.800,-0.291,1.911
87.539,0.554,1.752,-0.275,1.858
87.549,0.542,1.702,-0.259,1.805
87.559,0.525,1.653,-0.248,1.752
87.569,0.511,1.601,-0.237,1.697
87.579,0.495,1.552,-0.224,1.644
87.589,0.481,1.496,-0.236,1.589
87.599,0.467,1.452,-0.209,1.539
87.609,0.440,1.409,-0.204,1.490
87.619,0.426,1.367,-0.215,1.448
87.629,0.421,1.330,-0.196,1.409
87.639,0.418,1.303,-0.178,1.380
87.649,0.409,1.271,-0.174,1.346
87.659,0.405,1.232,-0.163,1.307
87.669,0.405,1.196,-0.142,1.271
87.679,0.385,1.174,-0.142,1.244
87.689,0.374,1.152,-0.124,1.218
87.699,0.364,1.129,-0.110,1.192
87.709,0.354,1.115,-0.104,1.175
87.719,0.352,1.095,-0.100,1.155
87.729,0.357,1.080,-0.088,1.141
87.739,0.363,1.076,-0.074,1.138
87.749,0.365,1.069,-0.072,1.132
87.759,0.366,1.055,-0.063,1.118
87.769,0.354,1.049,-0.058,1.109
87.779,0.345,1.048,-0.070,1.106
87.789,0.344,1.043,-0.073,1.101
87.799,0.342,1.045,-0.060,1.101
87.809,0.340,1.053,-0.060,1.108
87.819,0.340,1.068,-0.053,1.122
87.830,0.348,1.090,-0.051,1.146
87.839,0.362,1.109,-0.050,1.168
87.849,0.374,1.126,-0.048,1.187
87.860,0.381,1.155,-0.050,1.217
87.869,0.392,1.182,-0.049,1.246
87.879,0.409,1.199,-0.055,1.268
87.889,0.414,1.234,-0.058,1.303
87.899,0.421,1.280,-0.070,1.349
87.909,0.445,1.306,-0.064,1.381
87.920,0.461,1.342,-0.065,1.420
87.929,0.470,1.398,-0.071,1.476
87.939,0.490,1.459,-0.066,1.540
87.949,0.513,1.513,-0.057,1.598
87.959,0.524,1.576,-0.061,1.662
87.969,0.538,1.636,-0.062,1.723
87.979,0.570,1.685,-0.072,1.780
87.989,0.587,1.736,-0.088,1.835
88.000,0.603,1.788,-0.093,1.890
88.009,0.621,1.840,-0.090,1.944
88.019,0.636,1.900,-0.091,2.005
88.029,0.650,1.967,-0.092,2.074
88.040,0.671,2.018,-0.079,2.128
88.050,0.687,2.066,-0.078,2.179
88.060,0.704,2.113,-0.082,2.229
88.069,0.723,2.145,-0.087,2.265
88.080,0.731,2.172,-0.092,2.294
88.090,0.733,2.203,-0.104,2.324
88.100,0.739,2.221,-0.107,2.344
88.110,0.748,2.246,-0.103,2.369
88.119,0.755,2.266,-0.097,2.391
88.130,0.759,2.268,-0.093,2.394
88.140,0.760,2.267,-0.097,2.393
88.150,0.757,2.269,-0.098,2.394
88.160,0.760,2.260,-0.102,2.387
88.169,0.756,2.250,-0.103,2.376
88.180,0.751,2.235,-0.101,2.360
88.190,0.741,2.213,-0.099,2.336
88.200,0.731,2.182,-0.094,2.304
88.210,0.717,2.153,-0.090,2.271
88.219,0.707,2.127,-0.087,2.244
88.230,0.700,2.100,-0.084,2.215
88.239,0.688,2.063,-0.080,2.177
88.250,0.670,2.024,-0.082,2.134
88.260,0.658,1.984,-0.085,2.092
88.270,0.648,1.945,-0.088,2.052
88.280,0.637,1.912,-0.086,2.017
88.289,0.635,1.884,-0.081,1.990
88.300,0.629,1.848,-0.077,1.953
88.310,0.607,1.814,-0.080,1.914
88.319,0.592,1.775,-0.079,1.873
88.329,0.574,1.734,-0.077,1.828
88.340,0.558,1.703,-0.080,1.794
88.350,0.556,1.675,-0.070,1.766
88.359,0.551,1.644,-0.066,1.735
88.369,0.543,1.610,-0.071,1.701
88.379,0.532,1.563,-0.067,1.652
88.389,0.512,1.532,-0.073,1.617
88.400,0.501,1.504,-0.075,1.587
88.410,0.496,1.477,-0.063,1.559
88.419,0.485,1.446,-0.059,1.526
88.430,0.468,1.430,-0.069,1.506
88.440,0.470,1.399,-0.068,1.477
88.450,0.471,1.358,-0.065,1.439
88.460,0.452,1.340,-0.068,1.416
88.469,0.448,1.326,-0.058,1.401
88.480,0.439,1.307,-0.059,1.380
88.490,0.434,1.288,-0.054,1.360
88.500,0.419,1.282,-0.058,1.350
88.510,0.413,1.250,-0.058,1.318
88.520,0.400,1.232,-0.048,1.296
88.530,0.409,1.214,-0.046,1.282
88.540,0.400,1.191,-0.056,1.258
88.550,0.401,1.162,-0.044,1.230
88.560,0.380,1.152,-0.051,1.214
88.570,0.379,1.136,-0.043,1.199
88.580,0.372,1.135,-0.032,1.195
88.590,0.340,1.134,-0.027,1.184
88.600,0.354,1.107,-0.006,1.162
88.610,0.335,1.104,-0.028,1.154
88.619,0.348,1.084,-0.018,1.138
88.630,0.357,1.072,-0.021,1.130
88.640,0.337,1.056,-0.033,1.109
88.650,0.334,1.039,-0.023,1.091
88.660,0.314,1.038,-0.022,1.084
88.670,0.318,1.024,-0.032,1.073
88.680,0.328,1.001,-0.023,1.054
88.690,0.323,0.985,-0.028,1.037
88.700,0.315,0.978,-0.037,1.028
88.710,0.326,0.951,-0.030,1.006
88.719,0.330,0.937,-0.033,0.994
88.730,0.327,0.934,-0.053,0.991
88.741,0.364,0.912,-0.062,0.984
88.749,0.305,0.956,-0.063,1.006
88.760,0.243,0.995,-0.006,1.024
88.769,0.283,0.935,0.047,0.978
88.780,0.243,0.945,0.014,0.976
88.790,0.275,0.920,-0.017,0.960
88.800,0.321,0.893,-0.055,0.950
88.810,0.294,0.894,-0.071,0.944
88.820,0.299,0.877,-0.053,0.928
88.830,0.286,0.876,-0.041,0.923
88.840,0.272,0.867,-0.049,0.910
88.850,0.278,0.869,-0.041,0.913
88.860,0.289,0.861,-0.035,0.909
88.870,0.293,0.845,-0.047,0.895
88.880,0.285,0.839,-0.059,0.888
88.890,0.287,0.821,-0.058,0.872
88.900,0.293,0.800,-0.065,0.854
88.910,0.283,0.781,-0.069,0.834
88.920,0.285,0.781,-0.066,0.834
88.930,0.267,0.786,-0.064,0.832
88.940,0.223,0.804,-0.046,0.836
88.950,0.230,0.788,-0.018,0.821
88.960,0.225,0.769,-0.024,0.802
88.970,0.218,0.771,-0.040,0.802
88.980,0.232,0.765,-0.045,0.801
88.990,0.241,0.759,-0.051,0.798
89.000,0.246,0.747,-0.051,0.788
89.010,0.249,0.738,-0.048,0.781
89.020,0.234,0.737,-0.045,0.774
89.030,0.235,0.732,-0.035,0.770
89.040,0.232,0.724,-0.041,0.761
89.050,0.231,0.711,-0.042,0.749
89.060,0.227,0.704,-0.054,0.742
89.070,0.221,0.701,-0.061,0.737
89.080,0.236,0.689,-0.052,0.730
89.090,0.226,0.695,-0.048,0.732
89.100,0.207,0.696,-0.040,0.728
89.110,0.201,0.694,-0.019,0.723
89.120,0.193,0.685,-0.017,0.712
89.130,0.192,0.667,-0.031,0.695
89.140,0.194,0.653,-0.034,0.682
89.150,0.193,0.630,-0.051,0.661
89.160,0.187,0.622,-0.070,0.653
89.170,0.199,0.619,-0.051,0.652
89.180,0.192,0.624,-0.045,0.654
89.190,0.181,0.624,-0.041,0.651
89.200,0.191,0.612,-0.032,0.642
89.210,0.190,0.605,-0.045,0.636
89.220,0.191,0.592,-0.052,0.624
89.230,0.192,0.579,-0.057,0.613
89.240,0.190,0.567,-0.062,0.602
89.250,0.184,0.559,-0.062,0.592
89.260,0.179,0.551,-0.057,0.582
89.270,0.174,0.544,-0.051,0.573
89.280,0.155,0.538,-0.052,0.563
89.290,0.160,0.531,-0.044,0.556
89.300,0.166,0.521,-0.044,0.548
89.310,0.164,0.512,-0.052,0.540
89.320,0.167,0.506,-0.046,0.535
89.330,0.163,0.495,-0.035,0.523
89.340,0.151,0.493,-0.027,0.517
89.350,0.144,0.485,-0.020,0.507
89.360,0.147,0.473,-0.026,0.496
89.370,0.148,0.466,-0.034,0.490
89.380,0.154,0.457,-0.039,0.484
89.390,0.153,0.446,-0.040,0.474
89.400,0.144,0.439,-0.039,0.464
89.410,0.137,0.430,-0.034,0.453
89.420,0.127,0.426,-0.029,0.445
89.430,0.123,0.422,-0.022,0.440
89.440,0.113,0.421,-0.014,0.436
89.450,0.119,0.416,-0.009,0.433
89.460,0.116,0.408,-0.009,0.424
89.470,0.121,0.397,-0.010,0.415
89.480,0.121,0.384,-0.018,0.403
89.490,0.126,0.373,-0.018,0.394
89.500,0.122,0.365,-0.022,0.385
89.510,0.117,0.355,-0.022,0.374
89.520,0.103,0.346,-0.023,0.362
89.530,0.098,0.338,-0.020,0.353
89.540,0.096,0.329,-0.014,0.343
89.550,0.102,0.328,-0.011,0.344
89.560,0.107,0.325,-0.013,0.342
89.570,0.094,0.311,-0.021,0.326
89.580,0.095,0.299,-0.028,0.315
89.590,0.089,0.294,-0.028,0.309
89.600,0.095,0.287,-0.024,0.303
89.610,0.099,0.285,-0.021,0.302
89.620,0.095,0.281,-0.021,0.297
89.630,0.092,0.268,-0.021,0.284
89.640,0.074,0.263,-0.021,0.274
89.650,0.071,0.256,-0.011,0.266
89.660,0.077,0.243,-0.004,0.255
89.670,0.080,0.227,-0.011,0.241
89.680,0.070,0.220,-0.015,0.232
89.690,0.074,0.215,-0.015,0.228
89.700,0.078,0.206,-0.018,0.221
89.710,0.076,0.204,-0.016,0.218
89.720,0.074,0.199,-0.006,0.212
89.730,0.058,0.195,-0.003,0.203
89.740,0.051,0.190,0.017,0.197
89.750,0.051,0.190,0.000,0.197
89.760,0.071,0.178,-0.002,0.192
89.770,0.071,0.185,0.012,0.199
89.780,0.061,0.189,0.014,0.199
89.791,0.047,0.190,0.019,0.197
89.800,0.038,0.195,0.018,0.199
89.810,0.052,0.160,-0.013,0.169
89.821,0.067,0.130,-0.016,0.147
89.830,0.067,0.141,-0.002,0.156
89.840,0.072,0.151,0.018,0.168
89.850,0.065,0.149,0.021,0.164
89.860,0.039,0.149,0.020,0.155
89.870,0.032,0.150,0.026,0.156
89.881,0.044,0.148,0.032,0.157
89.890,0.058,0.140,0.027,0.154
89.900,0.059,0.137,0.023,0.150
89.911,0.046,0.133,0.022,0.142
89.920,0.021,0.120,0.023,0.124
89.931,0.009,0.115,0.017,0.117
89.941,0.028,0.120,0.021,0.125
89.950,0.037,0.128,0.013,0.134
89.961,0.037,0.129,0.003,0.135
89.970,0.047,0.132,-0.004,0.140
89.980,0.053,0.141,-0.004,0.151
89.991,0.062,0.146,0.003,0.158
90.000,0.054,0.144,0.009,0.154
90.010,0.035,0.148,0.006,0.152
90.020,0.028,0.132,-0.015,0.136
90.031,0.039,0.118,-0.050,0.134
90.040,0.066,0.105,-0.066,0.140
90.050,0.064,0.115,-0.049,0.140
90.061,0.048,0.135,-0.014,0.144
90.070,0.029,0.144,0.013,0.148
90.080,0.022,0.149,0.024,0.153
90.091,0.032,0.146,0.016,0.150
90.100,0.034,0.151,-0.015,0.155
90.110,0.049,0.144,-0.035,0.156
90.121,0.049,0.153,-0.035,0.164
90.131,0.044,0.171,-0.030,0.179
90.141,0.048,0.186,-0.022,0.193
90.150,0.052,0.212,-0.003,0.219
90.161,0.061,0.220,0.008,0.228
90.170,0.064,0.213,-0.002,0.223
90.181,0.060,0.217,-0.016,0.226
90.191,0.062,0.220,-0.022,0.230
90.201,0.053,0.241,-0.017,0.247
90.211,0.063,0.265,-0.014,0.272
90.220,0.078,0.277,-0.022,0.289
90.231,0.088,0.291,-0.042,0.307
90.241,0.098,0.303,-0.051,0.323
90.250,0.112,0.304,-0.050,0.327
90.261,0.108,0.323,-0.055,0.345
90.271,0.093,0.343,-0.058,0.360
90.281,0.093,0.361,-0.055,0.377
90.291,0.099,0.389,-0.059,0.405
90.300,0.105,0.406,-0.057,0.424
90.311,0.113,0.427,-0.065,0.447
90.320,0.110,0.457,-0.071,0.476
90.331,0.115,0.487,-0.064,0.504
90.341,0.135,0.521,-0.066,0.542
90.350,0.158,0.557,-0.078,0.585
90.361,0.179,0.587,-0.087,0.620
90.370,0.188,0.614,-0.105,0.651
90.381,0.198,0.639,-0.109,0.678
90.391,0.215,0.673,-0.106,0.715
90.400,0.221,0.717,-0.108,0.758
90.411,0.237,0.749,-0.108,0.793
90.421,0.243,0.803,-0.128,0.849
90.431,0.252,0.842,-0.131,0.888
90.441,0.269,0.879,-0.127,0.928
90.450,0.280,0.927,-0.128,0.977
90.461,0.288,0.978,-0.136,1.029
90.470,0.300,1.035,-0.159,1.090
90.481,0.325,1.073,-0.163,1.133
90.491,0.348,1.101,-0.161,1.166
90.500,0.355,1.146,-0.168,1.211
90.511,0.370,1.208,-0.166,1.275
90.520,0.382,1.260,-0.163,1.327
90.530,0.399,1.309,-0.172,1.379
90.541,0.426,1.343,-0.185,1.421
90.551,0.450,1.377,-0.194,1.462
90.561,0.457,1.417,-0.210,1.504
90.571,0.448,1.467,-0.212,1.549
90.581,0.451,1.524,-0.196,1.601
90.591,0.471,1.565,-0.182,1.645
90.600,0.487,1.613,-0.181,1.695
90.611,0.513,1.652,-0.201,1.741
90.621,0.547,1.673,-0.231,1.775
90.631,0.565,1.703,-0.250,1.812
90.641,0.571,1.741,-0.255,1.850
90.650,0.572,1.766,-0.239,1.871
90.661,0.562,1.783,-0.219,1.882
90.671,0.569,1.796,-0.210,1.895
90.681,0.577,1.802,-0.222,1.905
90.691,0.585,1.804,-0.234,1.911
90.701,0.590,1.803,-0.235,1.912
90.711,0.589,1.796,-0.238,1.905
90.721,0.584,1.795,-0.243,1.903
90.731,0.584,1.793,-0.249,1.902
90.741,0.575,1.797,-0.252,1.903
90.751,0.575,1.798,-0.236,1.902
90.761,0.578,1.777,-0.231,1.882
90.771,0.572,1.755,-0.237,1.860
90.781,0.550,1.737,-0.233,1.837
90.791,0.546,1.713,-0.232,1.813
90.801,0.546,1.686,-0.234,1.788
90.811,0.533,1.672,-0.228,1.770
90.821,0.535,1.639,-0.217,1.738
90.831,0.519,1.607,-0.223,1.703
90.841,0.504,1.595,-0.226,1.688
90.851,0.509,1.565,-0.211,1.659
90.861,0.506,1.527,-0.209,1.622
90.871,0.481,1.506,-0.220,1.596
90.881,0.472,1.476,-0.218,1.565
90.891,0.464,1.451,-0.215,1.539
90.901,0.461,1.424,-0.205,1.511
90.911,0.457,1.394,-0.196,1.480
90.921,0.437,1.369,-0.199,1.450
90.931,0.427,1.334,-0.198,1.415
90.941,0.417,1.302,-0.193,1.381
90.951,0.406,1.281,-0.195,1.357
90.961,0.402,1.252,-0.195,1.330
90.971,0.392,1.223,-0.183,1.298
90.981,0.385,1.192,-0.174,1.264
90.991,0.374,1.172,-0.170,1.242
91.001,0.356,1.156,-0.163,1.221
91.011,0.353,1.139,-0.159,1.202
91.021,0.353,1.121,-0.163,1.186
91.031,0.351,1.090,-0.168,1.157
91.041,0.345,1.064,-0.164,1.130
91.051,0.335,1.032,-0.165,1.097
91.061,0.332,1.007,-0.162,1.072
91.071,0.320,1.008,-0.168,1.071
91.081,0.314,0.999,-0.154,1.058
91.091,0.318,0.976,-0.138,1.036
91.101,0.296,0.968,-0.145,1.023
91.111,0.279,0.952,-0.132,1.001
91.121,0.282,0.946,-0.119,0.994
91.131,0.274,0.926,-0.132,0.974
91.141,0.277,0.910,-0.128,0.959
91.151,0.284,0.893,-0.132,0.946
91.161,0.267,0.885,-0.131,0.934
91.171,0.261,0.873,-0.124,0.920
91.181,0.258,0.861,-0.120,0.907
91.191,0.259,0.856,-0.119,0.902
91.201,0.262,0.850,-0.114,0.897
91.211,0.271,0.846,-0.111,0.895
91.221,0.271,0.845,-0.118,0.896
91.231,0.262,0.834,-0.115,0.882
91.241,0.258,0.825,-0.106,0.871
91.251,0.247,0.823,-0.099,0.865
91.261,0.234,0.815,-0.093,0.853
91.271,0.226,0.810,-0.091,0.846
91.281,0.231,0.793,-0.099,0.832
91.291,0.242,0.771,-0.110,0.816
91.301,0.246,0.763,-0.122,0.811
91.311,0.263,0.758,-0.114,0.811
91.321,0.269,0.756,-0.111,0.810
91.331,0.255,0.757,-0.108,0.806
91.341,0.222,0.776,-0.090,0.813
91.351,0.185,0.800,-0.060,0.823
91.361,0.208,0.791,-0.050,0.819
91.371,0.201,0.774,-0.067,0.802
91.381,0.193,0.773,-0.080,0.801
91.391,0.212,0.760,-0.093,0.794
91.401,0.239,0.748,-0.098,0.791
91.411,0.249,0.743,-0.102,0.790
91.421,0.253,0.748,-0.113,0.797
91.431,0.253,0.755,-0.103,0.803
91.441,0.249,0.758,-0.099,0.804
91.451,0.254,0.766,-0.085,0.812
91.461,0.246,0.773,-0.081,0.815
91.471,0.240,0.768,-0.074,0.808
91.482,0.233,0.768,-0.074,0.806
91.491,0.228,0.773,-0.079,0.809
91.501,0.228,0.774,-0.078,0.810
91.512,0.230,0.773,-0.079,0.811
91.521,0.224,0.780,-0.083,0.816
91.531,0.228,0.782,-0.076,0.818
91.542,0.231,0.785,-0.071,0.822
91.551,0.236,0.784,-0.075,0.822
91.561,0.245,0.783,-0.072,0.824
91.571,0.251,0.796,-0.077,0.838
91.581,0.262,0.806,-0.078,0.851
91.591,0.266,0.810,-0.070,0.856
91.601,0.261,0.816,-0.063,0.859
91.611,0.253,0.827,-0.064,0.867
91.621,0.248,0.830,-0.060,0.868
91.632,0.241,0.830,-0.061,0.866
91.641,0.244,0.836,-0.069,0.874
91.651,0.258,0.838,-0.067,0.879
91.662,0.262,0.846,-0.072,0.889
91.671,0.271,0.855,-0.064,0.899
91.681,0.276,0.863,-0.055,0.907
91.692,0.273,0.876,-0.051,0.919
91.701,0.279,0.886,-0.048,0.930
91.711,0.279,0.893,-0.051,0.937
91.721,0.280,0.893,-0.052,0.937
91.731,0.280,0.889,-0.052,0.934
91.742,0.273,0.898,-0.055,0.940
91.751,0.271,0.912,-0.052,0.953
91.762,0.281,0.923,-0.042,0.966
91.771,0.290,0.928,-0.043,0.973
91.782,0.296,0.930,-0.058,0.978
91.792,0.308,0.934,-0.064,0.986
91.801,0.312,0.942,-0.067,0.994
91.812,0.313,0.945,-0.062,0.998
91.821,0.307,0.955,-0.050,1.004
91.832,0.304,0.966,-0.051,1.014
91.842,0.313,0.967,-0.049,1.017
91.851,0.310,0.969,-0.050,1.019
91.862,0.310,0.977,-0.050,1.027
91.872,0.314,0.991,-0.051,1.041
91.882,0.324,0.996,-0.048,1.048
91.892,0.330,1.000,-0.047,1.054
91.902,0.332,1.005,-0.045,1.059
91.912,0.326,1.014,-0.044,1.066
91.921,0.324,1.021,-0.045,1.072
91.932,0.330,1.020,-0.040,1.073
91.942,0.324,1.018,-0.033,1.069
91.951,0.319,1.022,-0.034,1.071
91.962,0.325,1.029,-0.031,1.080
91.971,0.337,1.031,-0.029,1.085
91.982,0.341,1.028,-0.026,1.084
91.992,0.327,1.039,-0.026,1.089
92.001,0.331,1.039,-0.026,1.091
92.012,0.338,1.040,-0.030,1.094
92.022,0.333,1.039,-0.034,1.092
92.032,0.332,1.039,-0.032,1.091
92.042,0.329,1.035,-0.022,1.086
92.052,0.317,1.039,-0.032,1.087
92.062,0.325,1.049,-0.038,1.099
92.072,0.342,1.053,-0.034,1.107
92.082,0.351,1.054,-0.037,1.111
92.092,0.343,1.056,-0.037,1.111
92.102,0.334,1.057,-0.038,1.109
92.112,0.328,1.057,-0.038,1.108
92.121,0.331,1.056,-0.034,1.107
92.132,0.330,1.066,-0.040,1.117
92.142,0.345,1.069,-0.049,1.125
92.151,0.349,1.071,-0.048,1.128
92.162,0.340,1.080,-0.056,1.134
92.172,0.351,1.075,-0.042,1.132
92.182,0.335,1.091,-0.031,1.141
92.192,0.326,1.114,-0.045,1.161
92.202,0.348,1.107,-0.043,1.162
92.212,0.345,1.111,-0.044,1.164
92.221,0.344,1.128,-0.060,1.180
92.232,0.361,1.130,-0.059,1.188
92.242,0.358,1.141,-0.068,1.198
92.251,0.358,1.164,-0.062,1.220
92.262,0.366,1.176,-0.059,1.233
92.271,0.375,1.184,-0.062,1.244
92.282,0.376,1.204,-0.064,1.263
92.292,0.381,1.223,-0.063,1.282
92.302,0.391,1.235,-0.071,1.298
92.312,0.396,1.245,-0.080,1.309
92.322,0.389,1.270,-0.077,1.331
92.332,0.396,1.292,-0.094,1.354
92.342,0.404,1.306,-0.097,1.370
92.351,0.409,1.332,-0.096,1.396
92.362,0.424,1.355,-0.097,1.423
92.372,0.433,1.368,-0.111,1.439
92.382,0.443,1.399,-0.120,1.472
92.392,0.449,1.420,-0.123,1.494
92.402,0.451,1.444,-0.140,1.519
92.412,0.456,1.466,-0.140,1.541
92.422,0.463,1.486,-0.140,1.563
92.432,0.464,1.507,-0.157,1.585
92.442,0.474,1.533,-0.159,1.613
92.452,0.501,1.553,-0.163,1.640
92.462,0.516,1.582,-0.174,1.673
92.472,0.523,1.608,-0.188,1.701
92.482,0.532,1.633,-0.177,1.726
92.492,0.528,1.661,-0.183,1.752
92.502,0.527,1.688,-0.185,1.778
92.512,0.538,1.708,-0.184,1.800
92.522,0.543,1.735,-0.206,1.830
92.532,0.554,1.758,-0.214,1.856
92.542,0.566,1.785,-0.211,1.884
92.552,0.579,1.807,-0.223,1.911
92.562,0.581,1.827,-0.218,1.929
92.572,0.581,1.849,-0.209,1.950
92.582,0.584,1.864,-0.211,1.965
92.592,0.587,1.881,-0.214,1.982
92.602,0.599,1.900,-0.219,2.004
92.612,0.616,1.915,-0.231,2.025
92.622,0.626,1.939,-0.247,2.053
92.633,0.639,1.958,-0.246,2.075
92.643,0.636,1.966,-0.244,2.081
92.652,0.616,1.987,-0.244,2.094
92.663,0.619,1.997,-0.247,2.105
92.672,0.632,2.000,-0.247,2.112
92.682,0.639,2.011,-0.248,2.124
92.693,0.659,2.013,-0.274,2.135
92.702,0.657,2.000,-0.294,2.126
92.713,0.648,2.006,-0.274,2.126
92.723,0.642,2.023,-0.268,2.139
92.732,0.641,2.025,-0.263,2.140
92.742,0.639,2.026,-0.261,2.140
92.752,0.636,2.018,-0.268,2.133
92.762,0.633,2.014,-0.272,2.129
92.772,0.646,2.010,-0.267,2.128
92.783,0.657,1.995,-0.282,2.120
92.792,0.649,1.985,-0.290,2.109
92.802,0.640,1.977,-0.291,2.099
92.813,0.640,1.967,-0.286,2.088
92.822,0.637,1.959,-0.266,2.077
92.833,0.622,1.955,-0.263,2.069
92.843,0.618,1.955,-0.249,2.065
92.852,0.616,1.940,-0.237,2.049
92.862,0.614,1.925,-0.240,2.035
92.873,0.609,1.917,-0.246,2.026
92.882,0.606,1.893,-0.254,2.004
92.892,0.592,1.879,-0.243,1.985
92.902,0.591,1.869,-0.233,1.974
92.912,0.593,1.850,-0.226,1.956
92.922,0.586,1.830,-0.224,1.935
92.932,0.577,1.810,-0.214,1.911
92.942,0.573,1.787,-0.212,1.889
92.952,0.571,1.768,-0.210,1.870
92.962,0.568,1.750,-0.219,1.853
92.972,0.565,1.733,-0.195,1.833
92.982,0.556,1.708,-0.208,1.808
92.993,0.548,1.691,-0.201,1.789
93.002,0.543,1.675,-0.190,1.771
93.012,0.542,1.651,-0.219,1.752
93.023,0.536,1.637,-0.203,1.734
93.032,0.519,1.622,-0.153,1.710
93.042,0.503,1.608,-0.180,1.694
93.052,0.509,1.591,-0.165,1.679
93.062,0.507,1.569,-0.143,1.655
93.072,0.499,1.547,-0.168,1.634
93.083,0.497,1.527,-0.159,1.613
93.092,0.494,1.511,-0.142,1.596
93.102,0.493,1.506,-0.149,1.591
93.112,0.492,1.512,-0.099,1.593
93.122,0.483,1.504,-0.081,1.582
93.132,0.483,1.482,-0.090,1.561
93.143,0.478,1.457,-0.126,1.538
93.152,0.470,1.441,-0.118,1.520
93.162,0.465,1.413,-0.124,1.493
93.173,0.463,1.402,-0.153,1.485
93.182,0.471,1.400,-0.117,1.482
93.192,0.479,1.404,-0.096,1.487
93.202,0.472,1.405,-0.090,1.485
93.212,0.457,1.393,-0.069,1.468
93.222,0.452,1.389,-0.081,1.463
93.233,0.452,1.389,-0.082,1.463
93.242,0.454,1.383,-0.065,1.457
93.252,0.455,1.376,-0.077,1.451
93.263,0.459,1.389,-0.066,1.465
93.272,0.461,1.410,-0.040,1.485
93.283,0.472,1.430,-0.012,1.506
93.293,0.472,1.430,-0.030,1.507
93.302,0.475,1.421,-0.015,1.499
93.313,0.463,1.422,-0.037,1.496
93.323,0.468,1.425,-0.075,1.501
93.333,0.489,1.428,-0.059,1.511
93.342,0.493,1.452,-0.056,1.534
93.352,0.505,1.470,-0.064,1.556
93.362,0.509,1.497,-0.050,1.582
93.373,0.511,1.525,-0.032,1.609
93.383,0.525,1.546,-0.031,1.633
93.392,0.521,1.576,-0.036,1.660
93.402,0.533,1.594,-0.043,1.681
93.413,0.543,1.617,-0.050,1.706
93.422,0.547,1.661,-0.059,1.750
93.433,0.578,1.696,-0.058,1.793
93.443,0.597,1.728,-0.066,1.830
93.452,0.592,1.761,-0.074,1.859
93.463,0.604,1.799,-0.070,1.899
93.473,0.609,1.859,-0.066,1.958
93.483,0.639,1.931,-0.027,2.034
93.493,0.664,2.000,0.009,2.108
93.503,0.683,2.034,0.018,2.145
93.513,0.696,2.063,0.000,2.178
93.523,0.703,2.094,-0.032,2.209
93.533,0.718,2.104,-0.057,2.223
93.543,0.753,2.178,-0.087,2.306
93.552,0.764,2.197,-0.108,2.328
93.563,0.768,2.226,-0.113,2.358
93.573,0.758,2.269,-0.111,2.394
93.583,0.764,2.303,-0.099,2.429
93.593,0.778,2.338,-0.107,2.466
93.602,0.783,2.365,-0.119,2.494
93.613,0.792,2.389,-0.137,2.521
93.623,0.791,2.417,-0.137,2.547
93.633,0.798,2.426,-0.144,2.558
93.643,0.808,2.430,-0.164,2.566
93.653,0.807,2.444,-0.160,2.578
93.663,0.825,2.505,-0.113,2.640
93.673,0.855,2.541,-0.052,2.682
93.683,0.865,2.551,-0.007,2.694
93.693,0.843,2.562,0.003,2.697
93.702,0.853,2.555,0.009,2.694
93.713,0.856,2.514,-0.023,2.656
93.723,0.827,2.460,-0.069,2.596
93.733,0.809,2.409,-0.104,2.543
93.743,0.794,2.357,-0.144,2.491
